"student_id","term_1","term_2","term_3","term_4","term_5","term_6","term_7","term_8","term_9","term_10","term_11","term_12","term_13","term_14","term_15","term_16","term_17","term_18","term_19","term_20","term_21","term_22","term_23","term_24","term_25","term_26","term_27","term_28"
"STU001308","None","CTC","CTC","CTC","CTC","CTC","4YR","4YR","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001309","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001310","None","None","None","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001311","None","None","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001312","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","None","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001313","None","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001314","4YR","CTC","CTC","CTC","CTC","None","CTC","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None"
"STU001315","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001316","None","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001317","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001318","None","None","None","None","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001319","CTC","CTC","CTC","None","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001320","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None"
"STU001321","CTC","CTC","CTC","CTC","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001322","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None"
"STU001323","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001324","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001325","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001326","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001327","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001328","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001329","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU001330","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001331","CTC","4YR","CTC","CTC","CTC","CTC","None","None","CTC","CTC","CTC","CTC","None","CTC","CTC","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None"
"STU001332","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001333","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001334","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001335","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001336","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001337","None","None","None","None","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001338","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001339","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001340","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001341","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001342","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001343","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None"
"STU001344","None","None","None","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001345","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001346","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None"
"STU001347","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR"
"STU001348","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001349","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None"
"STU001350","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001351","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001352","None","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001353","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None"
"STU001354","4YR","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001355","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001356","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001357","None","None","None","None","CTC","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001358","4YR","4YR","4YR","4YR","CTC","CTC","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001359","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
